key,trinomial,dcterms:coverage_temporal,artifact,xsd:gDate_earliestStart,xsd:gDate_latestStart,xsd:gDate_earliestEnd,xsd:gDate_latestEnd,skos:CloseMatch,count,lat,long
260,41BT491,,Bulverde Point,,3050 BC,1550 BC,,,14,30.849836,-98.394663
261,41BT491,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,14,30.849836,-98.394663
262,41BT492,,Frio Point,,250 BC,550 AD,,,12,30.812059,-98.378152
263,41BT492,,Ensor Point,,250 BC,550 AD,,,12,30.812059,-98.378152
264,41BT492,Prehistoric,,,12550 BC,1690 AD,,,12,30.812059,-98.378152
265,41BT492,Late Archaic II,,,599 BC,600 AD,,http://n2t.net/ark:/99152/p0t35856b5j,12,30.812059,-98.378152
266,41BT494,Clear Fork,,,2650 BC,2150 BC,,http://n2t.net/ark:/99152/p0qkjhbf8k8,6,30.490654,-98.109216
267,41BT494,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,6,30.490654,-98.109216
268,41BT500,Prehistoric,,,12550 BC,1690 AD,,,1,30.545363,-98.110645
269,41BT53,Prehistoric,,,12550 BC,1690 AD,,,4,,
270,41BT54,Prehistoric,,,12550 BC,1690 AD,,,3,30.480558,-98.13447
271,41BT57,Prehistoric,,,12550 BC,1690 AD,,,4,30.759679,-98.403281
272,41BT6,,Ensor Dart,,250 BC,550 AD,,,3,30.606096,-98.302562
273,41BT6,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,3,30.606096,-98.302562
274,41BT62,Prehistoric,,,12550 BC,1690 AD,,,2,30.920121,-98.443933
275,41BT65,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,2,30.569009,-98.200247
276,41BT67,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,8,30.545194,-98.185221
277,41BT68,Prehistoric,,,12550 BC,1690 AD,,,24,30.543627,-98.175664
278,41BT70,Prehistoric,,,12550 BC,1690 AD,,,10,30.543456,-98.18468
279,41BT96,Prehistoric,,,12550 BC,1690 AD,,,4,30.94828,-98.203561
280,41BX1,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,6,29.474211,-98.475441
281,41BX1,Prehistoric,,,12550 BC,1690 AD,,,39,29.474211,-98.475441
282,41BX1,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,4,29.474211,-98.475441
283,41BX1,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,4,29.474211,-98.475441
284,41BX1,Late Archaic,,1200 BC,1050 BC,650 AD,950 AD,http://n2t.net/ark:/99152/p0m448vtqnz,16,29.474211,-98.475441
285,41BX1,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,14,29.474211,-98.475441
286,41BX1,Middle Archaic Period,,,3599 BC,2299 BC,,http://n2t.net/ark:/99152/p0qkjhb529j,4,29.474211,-98.475441
287,41BX1007,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,1,29.521207,-98.434399
288,41BX1007,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,2,29.521207,-98.434399
289,41BX1061,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,5,29.377444,-98.601262
290,41BX1064,Prehistoric,,,12550 BC,1690 AD,,,28,29.589372,-98.603561
291,41BX1065,Prehistoric,,,12550 BC,1690 AD,,,4,29.386504,-98.609822
292,41BX1065,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,29.386504,-98.609822
293,41BX1066,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.385183,-98.605694
294,41BX1107,,Edgewood Point,,1050 BC,450 AD,,,4,29.3909,-98.603899
295,41BX1107,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,29.3909,-98.603899
296,41BX1107,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,4,29.3909,-98.603899
297,41BX1108,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,29.397957,-98.603913
298,41BX1108,Prehistoric,,,12550 BC,1690 AD,,,4,29.397957,-98.603913
299,41BX1108,,Guadalupe biface,,6000 BC,2500 BC,,,4,29.397957,-98.603913
300,41BX1108,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,4,29.397957,-98.603913
301,41BX1151,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,1,29.556107,-98.566488
302,41BX1157,Prehistoric,,,12550 BC,1690 AD,,,2,29.679474,-98.624064
303,41BX1158,Prehistoric,,,12550 BC,1690 AD,,,2,29.694654,-98.630241
304,41BX1159,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.707613,-98.627009
305,41BX1170,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.719983,-98.616469
306,41BX1173,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,2,29.716351,-98.621105
307,41BX1174,,Pedernales Point,,1050 BC,50 BC,,,2,29.726283,-98.619682
308,41BX1174,Prehistoric,,,12550 BC,1690 AD,,,2,29.726283,-98.619682
309,41BX1174,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,2,29.726283,-98.619682
310,41BX1176,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,3,29.730086,-98.617837
311,41BX1176,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,3,29.730086,-98.617837
312,41BX1176,,Angostura Dart,,8050 BC,6050 BC,,,3,29.730086,-98.617837
313,41BX1177,Prehistoric,,,12550 BC,1690 AD,,,2,29.730336,-98.610505
314,41BX1179,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.728102,-98.621422
315,41BX1180,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,4,29.721136,-98.615441
316,41BX1180,Prehistoric,,,12550 BC,1690 AD,,,4,29.721136,-98.615441
317,41BX1183,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,1,29.726847,-98.605752
318,41BX1183,,Frio Dart,,250 BC,550 AD,,,1,29.726847,-98.605752
319,41BX1185,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,1,29.725744,-98.598983
320,41BX1186,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.723014,-98.616003
321,41BX1189,Prehistoric,,,12550 BC,1690 AD,,,5,29.69335,-98.606792
322,41BX1194,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,2,29.538234,-98.751245
323,41BX1194,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.538234,-98.751245
324,41BX12,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.391553,-98.490759
325,41BX1205,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,2,29.540228,-98.751199
326,41BX1209,Prehistoric,,,12550 BC,1690 AD,,,3,29.468742,-98.41527
327,41BX1232,Late Paleoindian,,,8050 BC,6050 BC,,http://n2t.net/ark:/99152/p0m448vm427,1,29.584886,-98.60927
328,41BX126,Prehistoric,,,12550 BC,1690 AD,,,1,29.496863,-98.703136
329,41BX127,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,4,29.577633,-98.607344
330,41BX127,Prehistoric,,,12550 BC,1690 AD,,,3,29.577633,-98.607344
331,41BX1272,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,1,29.361644,-98.715151
332,41BX1296,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,29.420755,-98.483637
333,41BX1298,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,29.421048,-98.484832
334,41BX1299,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.420172,-98.485936
335,41BX1300,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.418931,-98.484819
336,41BX1306,Prehistoric,,,12550 BC,1690 AD,,,3,29.314207,-98.274227
337,41BX1310,Prehistoric,,,12550 BC,1690 AD,,,3,29.297242,-98.26646
338,41BX1312,Prehistoric,,,12550 BC,1690 AD,,,2,29.311366,-98.272826
339,41BX1317,Prehistoric,,,12550 BC,1690 AD,,,1,29.464187,-98.26783
340,41BX1317,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,1,29.464187,-98.26783
341,41BX133,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,4,29.586497,-98.759126
342,41BX1374,Prehistoric,,,12550 BC,1690 AD,,,4,29.258035,-98.418407
343,41BX1374,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,29.258035,-98.418407
344,41BX1377,Prehistoric,,,12550 BC,1690 AD,,,2,29.251342,-98.419258
345,41BX1396,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,9,29.455864,-98.475117
346,41BX1396,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,12,29.455864,-98.475117
347,41BX1396,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,12,29.455864,-98.475117
348,41BX1405,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.459146,-98.433527
349,41BX1406,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.469054,-98.418373
350,41BX1407,Prehistoric,,,12550 BC,1690 AD,,,3,29.462727,-98.424483
351,41BX1408,Prehistoric,,,12550 BC,1690 AD,,,3,29.457941,-98.428171
352,41BX141,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,4,29.57456,-98.765185
353,41BX1419,Prehistoric,,,12550 BC,1690 AD,,,3,29.579014,-98.629455
354,41BX1422,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,4,29.502426,-98.708908
355,41BX1423,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,4,29.498511,-98.705803
356,41BX1425,Prehistoric,,,12550 BC,1690 AD,,,1,29.463613,-98.468267
357,41BX1428,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,1,29.429851,-98.765596
358,41BX1428,Late Prehistoric,,,630 AD,1700 AD,,http://n2t.net/ark:/99152/p0m448vvmv7,1,29.429851,-98.765596
359,41BX1461,Prehistoric,,,12550 BC,1690 AD,,,2,29.161221,-98.371016
360,41BX1463,Prehistoric,,,12550 BC,1690 AD,,,19,29.144553,-98.38695
361,41BX1463,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,19,29.144553,-98.38695
362,41BX1475,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,4,29.278004,-98.427919
363,41BX1475,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,4,29.278004,-98.427919
364,41BX1475,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,29.278004,-98.427919
365,41BX1475,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,4,29.278004,-98.427919
366,41BX1475,Prehistoric,,,12550 BC,1690 AD,,,4,29.278004,-98.427919
367,41BX1480,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.58105,-98.612442
368,41BX15,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.546618,-98.327214
369,41BX1534,Prehistoric,,,12550 BC,1690 AD,,,10,29.446575,-98.631617
370,41BX1534,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,9,29.446575,-98.631617
371,41BX1535,Prehistoric,,,12550 BC,1690 AD,,,7,29.44712,-98.629646
372,41BX1536,Prehistoric,,,12550 BC,1690 AD,,,8,29.444969,-98.631716
373,41BX1544,Prehistoric,,,12550 BC,1690 AD,,,9,,
374,41BX1572,Prehistoric,,,12550 BC,1690 AD,,,4,29.2681,-98.504983
375,41BX1590,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,29.665952,-98.645743
376,41BX1592,Prehistoric,,,12550 BC,1690 AD,,,6,29.476402,-98.64723
377,41BX1597,Prehistoric,,,12550 BC,1690 AD,,,2,29.473973,-98.645684
378,41BX1598,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.425493,-98.495339
379,41BX1617,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.486509,-98.672003
380,41BX1621,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,7,29.37528,-98.482372
381,41BX1621,Prehistoric,,,12550 BC,1690 AD,,,2,29.37528,-98.482372
382,41BX1623,Prehistoric,,,12550 BC,1690 AD,,,61,29.251163,-98.421208
383,41BX1624,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,6,29.587851,-98.589361
384,41BX1624,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,6,29.587851,-98.589361
385,41BX1627,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.381632,-98.494718
386,41BX1628,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,7,29.363962,-98.470216
387,41BX1628,Prehistoric,,,12550 BC,1690 AD,,,2,29.363962,-98.470216
388,41BX1629,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,1,29.515919,-98.731446
389,41BX1633,Prehistoric,,,12550 BC,1690 AD,,,1,29.374039,-98.721093
390,41BX1634,Prehistoric,,,12550 BC,1690 AD,,,1,29.372662,-98.713695
391,41BX1671,Middle Archaic,,,4050 BC,2050 BC,,http://n2t.net/ark:/99152/p0m448v3gsp,5,29.696496,-98.480132
392,41BX1671,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,5,29.696496,-98.480132
393,41BX1671,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,5,29.696496,-98.480132
394,41BX1671,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,5,29.696496,-98.480132
395,41BX1676,,Edwards Chert,,,,,,1,29.52934,-98.735384
396,41BX1676,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,1,29.52934,-98.735384
397,41BX1677,,Edwards Chert,,,,,,3,29.531544,-98.736998
398,41BX1677,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,3,29.531544,-98.736998
399,41BX1678,Prehistoric,,,12550 BC,1690 AD,,,17,29.429114,-98.425786
400,41BX1679,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,13,29.452563,-98.424045
401,41BX1679,Prehistoric,,,12550 BC,1690 AD,,,13,29.452563,-98.424045
402,41BX1687,Prehistoric,,,12550 BC,1690 AD,,,2,29.426413,-98.716589
403,41BX1689,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,1,29.515938,-98.749431
404,41BX1690,Prehistoric,,,12550 BC,1690 AD,,,30,29.318836,-98.56735
405,41BX17,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,3,29.515738,-98.428074
406,41BX170,Prehistoric,,,12550 BC,1690 AD,,,2,29.461088,-98.475788
407,41BX1711,Late Archaic,,,2050 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p0m448vtqnz,1,29.389677,-98.715135
408,41BX173,San Geronimo ,,,5049 BC,4049 BC,,http://n2t.net/ark:/99152/p0bw9m83vdh,4,29.556713,-98.447714
409,41BX1736,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.590698,-98.687579
410,41BX1742,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.585906,-98.687925
411,41BX1756,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.388414,-98.422604
412,41BX1757,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.358349,-98.472245
413,41BX176,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,1,29.3525,-98.405417
414,41BX176,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.3525,-98.405417
415,41BX1760,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.54706,-98.321865
416,41BX1761,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,4,29.656515,-98.657494
417,41BX1764,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,5,29.524465,-98.432379
418,41BX1764,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,4,29.524465,-98.432379
419,41BX1765,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,2,29.517958,-98.430389
420,41BX1766,Prehistoric,,,12550 BC,1690 AD,,,13,29.526603,-98.430087
421,41BX1766,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,2,29.526603,-98.430087
422,41BX1769,Prehistoric,,,12550 BC,1690 AD,,,1,29.291245,-98.295753
423,41BX1769,,Abasolo Dart,,5050 BC,3050 BC,,,1,29.291245,-98.295753
424,41BX1774,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.36431,-98.480966
425,41BX1798,Prehistoric,,,12550 BC,1690 AD,,,6,29.464904,-98.468385
426,41BX180,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,1,29.564423,-98.503263
427,41BX1802,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.381954,-98.487914
428,41BX1803,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.374111,-98.487881
429,41BX1804,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.375094,-98.487815
430,41BX1805,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.375601,-98.488162
431,41BX1806,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.372763,-98.487167
432,41BX1807,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.373631,-98.48505
433,41BX1808,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.380987,-98.485126
434,41BX1809,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.375151,-98.486135
435,41BX1810,Prehistoric,,,12550 BC,1690 AD,,,23,29.568693,-98.621099
436,41BX1810,Early Archaic,,,6850 BC,4050 BC,,http://n2t.net/ark:/99152/p0m448vxj6h,20,29.568693,-98.621099
437,41BX1810,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.568693,-98.621099
438,41BX1811,Prehistoric,,,12550 BC,1690 AD,,,21,29.566341,-98.624011
439,41BX1811,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.566341,-98.624011
440,41BX1812,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,46,29.571007,-98.617624
441,41BX1815,Prehistoric,,,12550 BC,1690 AD,,,3,29.342312,-98.588739
442,41BX1817,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,1,29.435688,-98.481775
443,41BX1832,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,6,29.417979,-98.425708
444,41BX1833,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,3,29.418124,-98.42771
445,41BX1833,Prehistoric,,,12550 BC,1690 AD,,,2,29.418124,-98.42771
446,41BX184,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,2,29.5617,-98.506425
447,41BX1847,Prehistoric,,,12550 BC,1690 AD,,,2,29.268794,-98.502159
448,41BX1857,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,5,29.38647,-98.428873
449,41BX1857,Uvalde ,,,299 BC,200 AD,,http://n2t.net/ark:/99152/p0bw9m853bn,5,29.38647,-98.428873
450,41BX1858,Prehistoric,,,12550 BC,1690 AD,,,14,29.572335,-98.634086
451,41BX1858,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,14,29.572335,-98.634086
452,41BX1880,Prehistoric,,,12550 BC,1690 AD,,,2,29.467701,-98.627578
453,41BX1882,Prehistoric,,,12550 BC,1690 AD,,,1,29.485556,-98.290272
454,41BX1886,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,13,29.405398,-98.594466
455,41BX1888,Prehistoric,,,12550 BC,1690 AD,,,1,29.34869,-98.465747
456,41BX1889,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,15,29.571426,-98.644847
457,41BX1889,Prehistoric,,,12550 BC,1690 AD,,,15,29.571426,-98.644847
458,41BX1890,Prehistoric,,,12550 BC,1690 AD,,,3,29.577737,-98.642554
459,41BX1899,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,1,29.446373,-98.476769
460,41BX1900,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,8,29.417712,-98.735707
461,41BX1902,Prehistoric,,,12550 BC,1690 AD,,,1,29.344713,-98.459783
462,41BX1903,Prehistoric,,,12550 BC,1690 AD,,,8,29.291251,-98.434824
463,41BX1906,Prehistoric,,,12550 BC,1690 AD,,,16,29.237544,-98.402776
464,41BX1907,Prehistoric,,,12550 BC,1690 AD,,,14,29.26282,-98.408721
465,41BX1908,Prehistoric,,,12550 BC,1690 AD,,,12,29.260866,-98.409659
466,41BX1909,Prehistoric,,,12550 BC,1690 AD,,,12,29.252439,-98.407069
467,41BX1910,Prehistoric,,,12550 BC,1690 AD,,,18,29.250955,-98.403593
468,41BX1911,Prehistoric,,,12550 BC,1690 AD,,,10,29.249212,-98.400907
469,41BX1912,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,12,29.300993,-98.422144
470,41BX1912,Prehistoric,,,12550 BC,1690 AD,,,12,29.300993,-98.422144
471,41BX1927,Prehistoric,,,12550 BC,1690 AD,,,1,29.537375,-98.462384
472,41BX196,San Geronimo ,,,5049 BC,4049 BC,,http://n2t.net/ark:/99152/p0bw9m83vdh,8,29.617061,-98.762166
473,41BX1963,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,24,29.156684,-98.37809
474,41BX1963,Prehistoric,,,12550 BC,1690 AD,,,24,29.156684,-98.37809
475,41BX197,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,1,29.563664,-98.507809
476,41BX1971,Prehistoric,,,12550 BC,1690 AD,,,1,29.41164,-98.74636
477,41BX1972,Prehistoric,,,12550 BC,1690 AD,,,1,29.413713,-98.749592
478,41BX1975,Prehistoric,,,12550 BC,1690 AD,,,1,29.417747,-98.74918
479,41BX1993,Prehistoric,,,12550 BC,1690 AD,,,22,29.303331,-98.283245
480,41BX1993,,Lange Point,,1050 BC,550 BC,,,22,29.303331,-98.283245
481,41BX1993,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,22,29.303331,-98.283245
482,41BX1994,Prehistoric,,,12550 BC,1690 AD,,,57,29.307725,-98.279662
483,41BX1994,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,57,29.307725,-98.279662
484,41BX2018,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,9,29.370439,-98.483521
485,41BX2037,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,5,29.388704,-98.434065
486,41BX2037,Uvalde ,,,299 BC,200 AD,,http://n2t.net/ark:/99152/p0bw9m853bn,5,29.388704,-98.434065
487,41BX2037,Prehistoric,,,12550 BC,1690 AD,,,2,29.388704,-98.434065
488,41BX2041,Archaic,,,6850 BC,650 AD,750 AD,http://n2t.net/ark:/99152/p07fthdxxsh,2,29.513823,-98.428686
489,41BX2041,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,2,29.513823,-98.428686
490,41BX2058,Prehistoric,,,12550 BC,1690 AD,,,2,29.474619,-98.412383
491,41BX2068,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,51,29.41865,-98.48773
492,41BX2162,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,9,29.525077,-98.74033
493,41BX2162,Prehistoric,,,12550 BC,1690 AD,,,9,29.525077,-98.74033
494,41BX2168,Prehistoric,,,12550 BC,1690 AD,,,28,29.546445,-98.440548
495,41BX2189,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,19,29.478685,-98.415288
496,41BX2216,Historic,,,1700 AD,1950 AD,,http://n2t.net/ark:/99152/p0m448v373x,13,29.275415,-98.496393
497,41BX222,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,1,29.560277,-98.504625
498,41BX223,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,1,29.559587,-98.503658
499,41BX228,Paleoindian,,12550 BC,11050 BC,7850 BC,7050 BC,http://n2t.net/ark:/99152/p0m448vx5q4,1,29.562028,-98.504648
500,41BX228,Late Prehistoric,,,750 AD,1150 AD,1690 AD,http://n2t.net/ark:/99152/p0m448vvmv7,7,29.562028,-98.504648
501,41BX228,Toyah,,1250 AD,1450 AD,1600 AD,1750 AD,http://n2t.net/ark:/99152/p0qkjhbzth5,10,29.562028,-98.504648
